3364,183,8619
8077,124,6142
3776,166,7385
8874,11,9453
12917,225,12433
2567,54,8188
11919,82,2062
10698,108,12151
11998,215,1416
746,49,14485
6778,80,8360
6468,187,13665
12959,21,5744
7796,75,3031
4990,17,4361
14212,215,2904
4994,31,13456
4319,82,5429
5747,37,4994
9360,215,9698
1414,108,7838
2597,2,5311
12217,196,9707
436,125,2043
6845,59,987
11592,173,917
3823,59,1798
2735,39,9981
3649,75,3031
7456,230,9663
3206,30,4994
11236,2,8083
7824,58,14037
1783,111,7797
1049,179,9847
5956,75,2414
2238,108,1202
4460,114,4994
2596,82,10206
10631,123,1332
4904,155,10309
8126,114,4994
7746,215,166
217,125,8480
13894,4,1810
11734,11,5557
11075,199,6463
5422,150,6765
10582,123,11173
11266,35,6765
8190,176,4447
8483,74,2836
13980,170,4306
11433,9,6103
9973,82,5613
1415,149,12771
3462,11,14199
7716,82,10099
1871,58,14037
6542,155,9230
11180,215,2580
2735,39,10014
5010,225,1221
3594,114,4031
3736,58,14037
12667,202,8170
11517,50,14365
2849,118,10533
13123,39,12068
10977,187,13665
7143,2,13357
13906,11,9599
10401,58,14037
471,4,12009
6993,58,14037
5310,49,4997
4815,148,5245
6947,205,13947
4394,133,2504
13437,4,3103
5778,187,13665
2870,30,9110
5926,113,5985
13701,10,3098
3510,75,4994
1531,58,14037
2374,75,9851
5680,17,7544
9834,186,9851
9105,4,4864
12459,98,422
2578,82,5680
13395,39,13990
9631,205,13637
9298,168,4120
3953,4,8010
6586,171,7544
12005,215,7138
7340,125,2588
1203,114,8429
8186,111,14287
5935,194,9293
3910,26,6011
9642,155,1093
5036,154,4369
974,124,8108
13780,44,5370
4205,108,2337
10549,50,5310
13557,194,2751
11324,75,10060
14208,82,7886
14083,166,12093
3263,116,3263
2925,230,11118
14335,151,14348
1985,118,1624
5819,2,12176
5066,61,2666
3159,9,8416
8112,224,7573
12926,234,6765
2967,1,322
7203,193,12439
5260,9,10965
11283,9,1949
5836,2,12176
6631,80,5111
9469,75,14476
2788,117,983
14480,54,8188
3910,9,8199
10360,108,10705
3704,2,10052
7884,34,10861
8596,53,13016
13349,22,4695
3574,187,13665
12029,9,13864
879,215,1843
10893,215,11615
14463,4,3776
10134,132,2418
4812,125,1804
2883,82,1643
10638,59,12430
633,215,5189
7799,199,2016
3017,108,7865
14149,16,10249
5913,198,7570
3840,17,1752
3899,21,1971
8821,215,14521
6476,133,12082
10685,125,5574
13594,70,9780
248,58,14037
