0,0,27375
1,1,13839
2,2,2342
3,3,2420
4,3,6021
5,4,4549
6,0,32960
7,3,9424
8,0,132
9,3,30662
10,0,39706
11,1,672
12,0,38709
13,0,11366
14,1,15131
15,0,30395
16,0,17603
17,0,36929
18,1,2788
19,3,3881
20,1,250
21,5,16233
22,0,1517
23,1,17930
24,0,15601
25,1,11500
26,1,5097
27,6,4233
28,0,10886
29,0,12937
30,6,28178
31,3,30067
32,0,33780
33,7,32619
34,1,8437
35,1,643
36,3,15271
37,3,12404
38,3,2170
39,3,26626
40,0,19595
41,0,31321
42,1,920
43,1,1404
44,0,14797
45,1,5148
46,3,3708
47,3,10788
48,0,28205
49,0,25564
50,2,23112
51,8,6238
52,0,24616
53,1,1693
54,0,30120
55,0,24746
56,6,35519
57,3,35095
58,3,9509
59,1,3849
60,0,34755
61,9,32434
62,2,10484
63,9,7606
64,0,36346
65,0,24425
66,2,4148
67,3,33010
68,0,27168
69,0,34316
70,2,13843
71,8,6834
72,1,1006
73,10,5584
74,3,9747
75,6,38015
76,0,10233
77,1,5827
78,1,4491
79,0,38649
80,11,14484
81,1,2351
82,1,25364
83,0,14770
84,1,262
85,3,11984
86,1,5521
87,3,3935
88,2,6671
89,3,683
90,0,9606
91,2,13978
92,0,31627
93,3,37928
94,0,22031
95,1,3544
96,3,29915
97,0,11601
98,0,16533
99,0,33150
100,12,8109
101,1,548
102,9,7997
103,3,11378
104,3,7226
105,11,1984
106,3,9978
107,7,12812
108,3,3860
109,1,1358
110,4,243
111,3,229
112,1,2020
113,9,29100
114,1,928
115,0,28689
116,10,1287
117,0,9273
118,2,28438
119,1,35408
120,13,37792
121,0,942
122,5,1473
123,11,6830
124,1,1145
125,3,1864
126,3,33328
127,3,32167
128,1,12197
129,3,11576
130,8,6567
131,0,37994
132,1,8
133,1,11984
134,3,28424
135,1,26949
136,8,9796
137,3,14421
138,1,7740
139,0,25619
140,3,17036
141,0,3665
142,3,12813
143,2,1993
144,3,22452
145,0,9774
146,1,19158
147,3,3200
148,10,194
149,2,15042
150,3,19486
151,0,25914
152,3,22618
153,1,1741
154,3,27853
155,6,13233
156,0,3820
157,1,466
158,3,22597
159,8,9489
160,0,20630
161,3,20190
162,2,4350
163,1,4831
164,0,3687
165,0,2856
166,1,12101
167,11,20410
168,3,26606
6,0,25006
169,1,16893
170,2,8952
171,2,35279
172,5,9514
173,0,18024
174,3,20680
175,1,11789
176,1,4063
177,3,14827
178,2,13717
179,3,16791
180,10,3361
181,1,6798
182,3,7811
183,2,6958
184,0,7683
185,2,4479
186,0,33804
187,0,33631
188,1,3532
189,0,31460
190,8,11655
191,8,5935
192,1,1027
193,5,4309
194,7,32162
195,6,18623
196,0,2207
197,1,7852
198,1,1979
199,8,13527
200,0,28405
201,1,1153
202,10,15098
203,3,37658
204,1,643
205,1,37304
206,0,3488
207,8,30449
208,1,276
209,10,7704
210,0,13006
211,0,27336
212,0,2170
213,0,36267
214,0,36781
215,1,29791
216,6,15245
217,0,24175
218,3,14069
219,1,15
220,1,297
221,3,449
222,3,990
223,4,1086
224,6,17246
225,3,1674
226,1,15964
227,1,151
